,Company Name,Location,Expected Salary,Job Title,Description About the Job,Link,Date Posted/Active
782,Cult fit,"Bandra, Mumbai, Maharashtra","?3,60,000 a year",Yoga Instructor,"
Conduct and lead yoga classes.
Visually assess students to determine their level of practice.
Assist students to achieve precise alignment.
",https://in.indeed.com/company/Cult-fit/jobs/Yoga-Instructor-10af1e3f2c54c6d5?fccid=a01bd89f32ff54b5&vjs=3,PostedPosted 2 days ago
783,Private Cardiologist,"Mumbai, Maharashtra","From ?35,000 a month",Medical Secretary/Receptionist,"
Co-ordination between doctor and patient.
Mumbai, Maharashtra: Reliably commute or planning to relocate before starting work (Preferred).
",https://in.indeed.com/company/Medtitans-Medical-Management-Services-Pvt-Ltd/jobs/Medical-Secretary-Receptionist-b5f893fae5a81bc7?fccid=2460a1ebb7387c9f&vjs=3,PostedPosted 2 days ago
784,Apparel Group,"Mumbai, Maharashtra","?20,000 - ?31,941 a month",Project Executive,"
As a Project Executive, you are required to handle the site execution, vendor management and design coordination.
",https://in.indeed.com/company/Apparel-Group/jobs/Project-Executive-72a93a8f25d19770?fccid=10a29694893d8b7d&vjs=3,EmployerActive 2 days ago
785,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",N/A,Trading Services,"
Excellent written and oral communication skills, Bloomberg is a plus.
This role requires a wide variety of strengths and capabilities, including: Strong logical…
",https://in.indeed.com/rc/clk?jk=4dd806f74601fec7&fccid=c46d0116f6e69eae&vjs=3,PostedPosted 9 days ago
786,Ellume Solar,"Mumbai, Maharashtra","?2,21,225 - ?7,00,000 a year",Male -Executive Assistant,"
Exp - 3 to 10 yrs , a Graduate preferably from science stream or a technical graduate.
Arranging and Managing correspondences over calls and emails.
",https://in.indeed.com/company/Energy-Tech-firm---Ellume-Technology-Pvt-Ltd/jobs/Male-b8d360ed39e9e52e?fccid=3fe0e9f222bb2d5d&vjs=3,PostedPosted 30+ days ago
787,SRAS SHIPPING AND OFFSHORE PRIVATE LIMITED,"Remote in Mumbai, Maharashtra","?9,898 - ?31,919 a month",Accounts Executive,"
Payment Follow up to the Vendor.
Goregaon, Mumbai - 400063, Maharashtra: Reliably commute or planning to relocate before starting work (Required).
",https://in.indeed.com/company/SRAS-SHIPPING-AND-OFFSHORE-PRIVATE-LIMITED/jobs/Account-Executive-a8fa7bbc4fa90227?fccid=01920ffa079f6d36&vjs=3,EmployerActive 1 day ago
788,Neoniche Integrated Solutions Pvt Ltd,"Mumbai, Maharashtra","Up to ?5,00,000 a year",Copywriter,"
Writing various copy options, which maybe presented to the client as a story board.
Meeting with account Executive to discussed client requirement & core…
",https://in.indeed.com/company/Neoniche-Integrated-Solutions-Pvt-Ltd/jobs/Copywriter-7967be7fa0bd36ab?fccid=f56a04a837fb9950&vjs=3,PostedPosted 30+ days ago
789,Pricelabs,"Remote in Mumbai, Maharashtra",N/A,Social Media and Community Executive (Remote),"
Scheduling social media posts using a tool.
An understanding of numbers and a focus on improving engagement.
Excellent communication and interpersonal skills -…
",https://in.indeed.com/rc/clk?jk=94f32c9d7a7d082c&fccid=59daf268115ab2e4&vjs=3,PostedPosted 3 days ago
790,PwC,"Mumbai, Maharashtra",N/A,Associate,"
? Analyse complex ideas or proposals and build a range of meaningful recommendations.
? Manage a variety of viewpoints to build consensus and create positive…
",https://in.indeed.com/rc/clk?jk=9418fc6bfc18ce6d&fccid=5e964c4afc56b180&vjs=3,PostedPosted 10 days ago
791,Almech facades,"Mumbai, Maharashtra","?10,000 - ?25,000 a month",Customer Service Representative,"
Urgently looking for customer service executive in an insurance company based at thane location(Day shift ).
2)Utilize available knowledge resources and systems…
",https://in.indeed.com/company/Almech-facades/jobs/Customer-Service-Representative-1eb57fcb26c7aa53?fccid=8cfc4ea61a1ee5f4&vjs=3,PostedJust posted
792,Mace,"Mumbai, Maharashtra",N/A,Quality Assistant,"
You will have a degree qualification in civil engineering and be a member of a professional body.
You have extensive experience as a quality manager in…
",https://in.indeed.com/rc/clk?jk=8b327a2fdfe0c082&fccid=19c4e64c30a969a6&vjs=3,PostedPosted 30+ days ago
793,Eyewearlabs,"Mumbai, Maharashtra","?12,000 - ?24,000 a month",E-Commerce Executive - Fresher,"
Sell on Marketplace, Company Website, Online platforms.
Monitoring Sales and returns on Marketplace like Amazon, Flipkart,etc.
",https://in.indeed.com/company/Eyewearlabs/jobs/E-Commerce-Executive-0e29663dd92c7ee7?fccid=9bb8da17e7694c16&vjs=3,EmployerActive 2 days ago
794,eduCLaaS,"Remote in Mumbai, Maharashtra","?70,000 - ?80,000 a month",Digital Marketing Executive | Permanent WFH,"
Have previous experience with marketing to a B2B/B2C audience.
Have a Bachelor’s degree in Marketing or relevant field.
Digital Marketing: 3 years (Required).
",https://in.indeed.com/company/Lithan-Academy/jobs/Digital-Marketing-Executive-Permanent-Wfh-1e4bcb81244f8ea0?fccid=6dff6b8f30346964&vjs=3,PostedPosted 30+ days ago
795,Realatte Ventures LLP,"Mumbai, Maharashtra","?1,50,000 - ?5,00,000 a year",SEM Executive,"
Education: At least a Bachelor’s degree in Marketing, Mass Communication, Science, Business or a relevant field.
Paid media: 1 year (Preferred).
",https://in.indeed.com/company/Realatte-Ventures-LLP/jobs/SEM-Executive-54e81464551f8645?fccid=1be3f012a0517712&vjs=3,EmployerActive 4 days ago
796,Smart Moves,"Mumbai, Maharashtra","Up to ?25,000 a month",Sales Coordinator,"
Prepare a presentation about the Company profile and share it with the client.
Work in the Sales and Marketing Domain for the firm.
",https://in.indeed.com/company/Smart-Moves/jobs/Sales-Coordinator-8b7e6ac6c473f827?fccid=72b6f6fd83e13301&vjs=3,PostedJust posted
797,KEC,"Tardeo, Mumbai, Maharashtra",N/A,Associate - Accounts,"
Reconciliation of the tickets booked,.
Ticket utilisation and tracking of GST input credit on all travel tickets etc.
",https://in.indeed.com/rc/clk?jk=d95d23fb114200ec&fccid=c11048fe2e743c5a&vjs=3,PostedPosted 4 days ago
798,Shri Vile Parle Kelavani Mandal,"Mumbai, Maharashtra",N/A,Pro Vice Chancellor,"
The incumbent will need to have the qualifications and experience as prescribed for Professor’s position by UGC.
",https://in.indeed.com/rc/clk?jk=6144e1f30902702e&fccid=35521e170c92d078&vjs=3,PostedPosted 30+ days ago
799,V Group Limited,"Mumbai, Maharashtra",N/A,Crew Coordinator,"
Relevant experience in a similar role preferably in Subsea/Marine/Offshore Construction Industry.
Group gives every client the quality and efficiency they need…
",https://in.indeed.com/rc/clk?jk=90a2036ceb65f7b3&fccid=bcb6893f1de98ddb&vjs=3,PostedPosted 28 days ago
800,Elgiva Business Solutions,"Powai, Mumbai, Maharashtra","Up to ?8,00,000 a year",Executive Assistant/Personal Assistant,"
5+ years experience is a must.
Job Types: Full-time, Regular / Permanent.
Powai, Mumbai, Maharashtra: Reliably commute or planning to relocate before starting…
",https://in.indeed.com/company/Elgiva-Business-Solutions/jobs/Executive-Assistant-Personal-Assistant-6d64758d2f0a3363?fccid=7d119172616778fe&vjs=3,PostedPosted 8 days ago
801,NAVICON LOGISTICS INDIA PRIVATED LIMITED,"Mumbai, Maharashtra","?10,000 - ?20,000 a month",Executive Documentation,"
Verify documents received from client coordinators.
Work with client coordinators in case of any query related to documents.
Update “Flat file” on ICEGATE.
",https://in.indeed.com/company/NAVICON-LOGISTICS-INDIA-PRIVATED-LIMITED/jobs/Executive-Documentation-a0f8001027821250?fccid=f3361dc0db7bff6b&vjs=3,PostedPosted 1 day ago
802,THUNGA HOSPITAL LLP,"Mumbai, Maharashtra","?16,000 - ?30,000 a month",OPERATION THEATRE,"
Diploma in nursing and a valid licence.
Assessing patients prior to surgery and alleviating their concerns.
Gathering all supplies needed for the operation.
",https://in.indeed.com/company/THUNGA-HOSPITAL-LLP/jobs/Operation-Theatre-5920aaaacc23e307?fccid=0e089003da74f83d&vjs=3,EmployerActive 2 days ago
803,ETP International Pvt Ltd,"Mumbai, Maharashtra","?3,00,000 - ?4,00,000 a year",Travel Desk Executive,"
Ø International & Domestic flight booking.
Ø Visas (Documentation & processing / coordinating with vendor).
Ø International travel insurance (Online Portal).
",https://in.indeed.com/company/ETP-International/jobs/Travel-Desk-Executive-62e35f4ef1cf0d54?fccid=9929cd030a95c992&vjs=3,EmployerActive 7 days ago
804,Yellow Umbrella Services Pvt Ltd,"Mumbai, Maharashtra","From ?12,000 a month",Telecaller,"
Make calls to generate sales and leads for the company.
Should be willing to focus on monthly targets.
Job Types: Full-time, Regular / Permanent, Fresher.
",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS6rdGBRrFP-JUwEb2AvRv2Gx0gQdF_YjE1WrgYY8Zj6w6DngokmL_K47iNkCBRVJgb5TQRg5gkHY4uw06AUPvZ7rgFc44OovLoCcCdkAtHy8u_KmRaUYaZ_NzmzbdG11_oLhihgvAwLX4Mfb2VkFQDpkntJvIPMw5wFGrDT5Mvs9QcJejIN9bp6l8FVznwD65zEIifFLOR-J6pVnwyFgaEzbjiTPLEPil9Udki8fOC9VFFptvz6HFpTCE6OuBQZQgEFEEvg_Ux3E3U3M5CQQ7_fEuxYP2SC5xVoYu11xF8Kn-abP54nTAZRbwbAaN4dQYyUoPJdADtmuV-2liunR1BalLHeAx8AQSJ0ifLV5Ud2k8Hl4cPmarPf_SlIxCRmfBnGO2Bn5-FMa6-7krIUk7cwuia3Evczpdd6TD42AvmSb8ek_1cU6blw2f4K6Sv2Nn2ng-R65M2u9eFmcbBoZHdcFaaMzozfsO4wu-z5rjtw==&xkcb=SoD6-_M3Tv9Hfkx_rh0LbzkdCdPP&p=0&fvj=1&vjs=3,Hiring ongoing
805,VT VACUUM HEAT TREATERS PVT. LTD.,"Mumbai, Maharashtra","?35,000 - ?40,000 a month",Instrumentation and Electrical Technician,"
As an Electrical Technician, you are responsible for Review of Electrical & Instrument layouts/schematics and/or detailed drawings/specifications, BOM.
",https://in.indeed.com/company/VT-VACUUM-HEAT-TREATERS-PVT.-LTD./jobs/Instrumentation-Electrical-Technician-059faeab261e7da0?fccid=c81ee30dc6d5b45f&vjs=3,EmployerActive 8 days ago
806,ROY Academy and Consultation Services,"Mumbai, Maharashtra","?1,000 - ?1,001 a day",Freelance Content Writer,"
Job Types: Part-time, Contractual / Temporary.
Pay: ?1,000.00 - ?1,001.00 per day.
Total work: 2 years (Preferred).
",https://in.indeed.com/company/ROY-Academy-and-Consultation-Services/jobs/Freelance-Content-Writer-57d9de53ee3c5280?fccid=231129097d1401c2&vjs=3,EmployerActive 1 day ago
807,Seva Sadan Society,"Mumbai, Maharashtra","?40,000 a month",Matron for Residential Home,"
This includes a social visit to the family and interview of the child and family.
The matron is responsible for helping the residents to settle in the home by…
",https://in.indeed.com/company/Seva-Sadan-Society/jobs/Matron-Residential-Home-248eca25b2d20fef?fccid=80f27d9660fa8441&vjs=3,PostedPosted 30+ days ago
808,ONIQ SERVICES PRIVATE LIMITED,"Chembur, Mumbai, Maharashtra","?35,000 - ?45,000 a month",B2B sales,"
Experience- Min 1 year in B2B sales.
Skills required - B2B sales, Digital Marketing, Communication skills.
Age- 21 to 30 yrs.
B2B sales: 1 year (Required).
",https://in.indeed.com/company/ONIQ-SERVICES-PRIVATE-LIMITED/jobs/B2b-Sales-1e33b08142f4284e?fccid=a07cbf5b5a33f473&vjs=3,EmployerActive 2 days ago
809,Relcon Infraprojects Limited,"Mumbai, Maharashtra","?20,000 - ?30,000 a month",Supervisor - Majorly Building Experience - 2-5 years - Mumbai Central,"
Should have 4-5 years of experience in residential building work.
Streamlining resources material, manpower and logistics for timely work completion.
",https://in.indeed.com/company/Relcon-Infraprojects-Limited/jobs/Supervisor-091e72be294d88c3?fccid=4ad4e8b5bac2753c&vjs=3,PostedJust posted
810,Frame O Vations,"Mumbai, Maharashtra","?12,000 - ?35,000 a month",Office Administrator,"
Looking for person with good communication skills to coordinate communicate with supplier,clients.
Enthusiast with eagerness to learn new things and products.
",https://in.indeed.com/company/Frame-O-Vations/jobs/Office-Administrator-3d73bb4536c15314?fccid=8378fcde2b748e96&vjs=3,PostedPosted 30+ days ago
811,Universal Education,"Tardeo, Mumbai, Maharashtra","?25,000 - ?30,000 a month",School Counselor,"
Participates on a Student Success Team, identifies students who may need targeted or intensive services, and coordinates with behavioral health specialists.
",https://in.indeed.com/company/Universal-Education/jobs/School-Counselor-fa95a25e54cfb720?fccid=6326eff8ea2ed5ee&vjs=3,EmployerActive 1 day ago
812,M/S B.J.MEHTA ARCHITECTURAL AND STRUCTURAL...,"Mumbai, Maharashtra","?20,000 - ?30,000 a month",Office Assistant,"
We’re looking for someone who can operate effectively with little or no supervision and who can manage multiple tasks at once without becoming overwhelmed.
",https://in.indeed.com/company/B-J-MEHTA-PVT-LTD/jobs/Office-Assistant-ca974e5aead7b133?fccid=81cbac1955b70529&vjs=3,EmployerActive 1 day ago
813,Ekeeda Pvt. Ltd,"Mumbai, Maharashtra","?25,000 - ?30,000 a month",Academic Counsellor,"
Total work: 2 years (Preferred).
",https://in.indeed.com/company/Ekeeds/jobs/Academic-Counsellor-f32f154a94c49724?fccid=fae36985a91953a5&vjs=3,EmployerActive 7 days ago
814,The Byke Hotels & Resorts,"Mumbai, Maharashtra","?30,000 - ?50,000 a month",Field Sales Executive- Freelancer,"
Their role also involves providing customers with a list of available services and their accompanying prices; they may offer discounts when necessary.
",https://in.indeed.com/company/The-Byke-Delotel/jobs/Field-Sales-Executive-e7f365a573b7db1e?fccid=54e042a6fd97c6b1&vjs=3,PostedPosted 30+ days ago
815,Cartier,"Mumbai, Maharashtra",N/A,Stock Admin 1,"
Experience in a stock administrative role in the Retail Industry.
As a Cartier Stock administrator, you are responsible for the application of all stock…
",https://in.indeed.com/rc/clk?jk=7bd6cf3b9b1f6ee9&fccid=bc128eeb6f779630&vjs=3,PostedPosted 2 days ago
816,Annet Technologies,"Mumbai, Maharashtra","?20,000 - ?35,000 a month",Accounts Executive,"
. Keep accurate records of all daily transactions.
Record accounts payable and accounts receivable.
Assist in preparing monthly, quarterly, and annual financial…
",https://in.indeed.com/company/Annet-Technologies/jobs/Account-Executive-17cee0070a0396fa?fccid=d8f1db4d58fd2f6e&vjs=3,PostedPosted 30+ days ago
817,Maersk,"Mumbai, Maharashtra",N/A,Marine Training Officer,"
Reporting to Marine Training Manager, the Marine Training Officer will be responsible to co-ordinate, maintain and upgrade external and internal trainings…
",https://in.indeed.com/rc/clk?jk=fd15926d503c0c04&fccid=14e7391c55beeb80&vjs=3,PostedPosted 11 days ago
818,Content Junction,"Mumbai, Maharashtra","?10,000 - ?22,000 a month",Content Writer - Marathi,"
Mumbai, Maharashtra: Reliably commute or planning to relocate before starting work (Required).
Content writing: 1 year (Preferred).
",https://in.indeed.com/company/Content-Junction/jobs/Content-Writer-5a070fb4680a78e9?fccid=5c8ac6638b01a554&vjs=3,PostedPosted 3 days ago
819,Innovsource services Private Limited,"Mumbai, Maharashtra+1 location",N/A,Urgently looking for Safety Professional/ Safety Officer,"
Implement and Sustain Safety Systems and Practices at Site.
Implement monitoring/ auditing practices related to site Safety.
Diploma in Engineering or B. Sc.
",https://in.indeed.com/rc/clk?jk=c9e5ed6f28bfe0d9&fccid=ac9a456dfdbf92a3&vjs=3,PostedPosted 30+ days ago
820,Narsi Interior Infrastructures Pvt. Ltd.,"Mumbai, Maharashtra","?40,000 - ?45,000 a month",Production Executive,"
Relevant experience in wooden furniture, assembly work.
Identifying PO, confirming material availability, Allocating job work for labours / carpenters / shop…
",https://in.indeed.com/company/Narsi-&-Associates/jobs/Production-Executive-0121edc53339d784?fccid=c6f894e110970d51&vjs=3,PostedPosted 13 days ago
821,Life Force Homeopathy,"Mumbai, Maharashtra","?16,000 - ?25,000 a month",Customer Care Executive,"
This role would be responsible to serves customers by providing service information, resolving service problems.
Keep Records of customer interactions.
",https://in.indeed.com/company/Life-Force-Homeopathy/jobs/Customer-Care-Executive-d999ad88223bf473?fccid=d2726d0c98b4754a&vjs=3,PostedPosted 29 days ago
822,Yellow Umbrella Services Pvt Ltd,"Mumbai, Maharashtra","From ?12,000 a month",Telecaller,"
Make calls to generate sales and leads for the company.
Should be willing to focus on monthly targets.
Job Types: Full-time, Regular / Permanent, Fresher.
",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS6rdGBRrFP-JUwEb2AvRv2Gx0gQdF_YjE1WrgYY8Zj6w6DngokmL_K47iNkCBRVJgb5TQRg5gkHY4uw06AUPvZ7rgFc44OovLoCcCdkAtHy8u_KmRaUYaZ_NzmzbdG11_oLhihgvAwLX4Mfb2VkFQDpkntJvIPMw5wFGrDT5MvmSg4IMloDuQg4JmBnH77Jg8-IWF54WPbdLjphlAhMBUiWvwp7COdK_DSvpJOQiL2LtmvvH7IXGSOlkhjVDk-9phz6Rn9t2pWDKbdsswFIXj92Zv62-O6y-18ehbccJb3CuB--wiY1yZdYJXY8ycVCmHlNGWjdIXtMibzBIpvhxHeZls2AMLvyQjnojLmn7zWtVJD9iLN29GXKHwmXUNFeP1uOxCvPkyigV92cSNlGExed30Q3LZqESpc9LKs8SmApDOTMQcYJTT9sQZQIcs0AoAvk51YwrySt0fCtv5CpmiZ9QQiJuJHGqXPPnQguB6yQ==&xkcb=SoCY-_M3Tv9HLeRGtB0MbzkdCdPP&p=3&fvj=1&vjs=3,Hiring ongoing
823,Numeric Power Systems Limited,"Mumbai, Maharashtra","?4,00,000 - ?6,00,000 a year",AMC sales executive,"
Ø Develop and maintain a positive client relationship by providing routine follow-ups.
Ø Tracking of Warranty expiry & AMC renewal date of the UPS installed…
",https://in.indeed.com/company/Numeric-Power-Systems-Limited/jobs/Amc-Sales-Executive-a64b7f4186379657?fccid=745dd19ccea5ea29&vjs=3,EmployerActive 12 days ago
824,JDHEALTHCARE Careers and Employment,"Bhandup, Mumbai, Maharashtra","?15,000 - ?25,000 a month",Dispatch Supervisor,"
Keep all materials as per bins and space allocated.
He will be required to do whatever it takes to keep goods in stock in an organized way.
",https://in.indeed.com/company/JDHEALTHCARE-Careers-and-Employment/jobs/Dispatch-Supervisor-567d39e7ab9b7f30?fccid=d1aabe269b3e7edb&vjs=3,EmployerActive 1 day ago
